Dominican Republic,DOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.080181722
Algeria,DZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.71822337
East Asia & Pacific (excluding high income),EAP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.982246125
Early-demographic dividend,EAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.016408163
East Asia & Pacific,EAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.221868863
Europe & Central Asia (excluding high income),ECA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.062454261
Europe & Central Asia,ECS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.1117404
Ecuador,ECU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.957575349
"Egypt, Arab Rep.",EGY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.961122572
Euro area,EMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.461540037
Eritrea,ERI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.198657543
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.279594571
Estonia,EST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.338399816
Ethiopia,ETH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.154431772
European Union,EUU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.506070436
Fragile and conflict affected situations,FCS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.775283911
Finland,FIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.570145128
Fiji,FJI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.117096288
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.953682452
Faroe Islands,FRO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.958913885
Gabon,GAB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.333273575
United Kingdom,GBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.601142251
Georgia,GEO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.754709196
Ghana,GHA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.602887453
Gibraltar,GIB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.343646151
"Gambia, The",GMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.237529599
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.163208369
Equatorial Guinea,GNQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.725730852
Greece,GRC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.767184937
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.624067021
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.000407336
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.472771017
High income,HIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.749912818
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.872911172
Heavily indebted poor countries (HIPC),HPC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.268471053
Croatia,HRV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.860705392
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.283815024
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.591652907
IBRD only,IBD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.304291596
IDA & IBRD total,IBT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.298543879
IDA total,IDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.517184007
IDA blend,IDB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.798612684
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.071658962
IDA only,IDX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.377941164
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.576093232
Not classified,INX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.76822759
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.063351321
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.84217782
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.947465365
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.345216004
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.732372771
Jamaica,JAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.069041808
Jordan,JOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.919172426
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.03149587
Kazakhstan,KAZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.29774331
Kenya,KEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.374079219
Kyrgyz Republic,KGZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.37997538
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.137583659
Kiribati,KIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.449933973
St. Kitts and Nevis,KNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.848662944
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.99002958
Kuwait,KWT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,21.16961025
Latin America & Caribbean (excluding high income),LAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.112544976
Lao PDR,LAO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.620283441
Lebanon,LBN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.792193537
Liberia,LBR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.231838924
Libya,LBY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.682805471
St. Lucia,LCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.785139229
Latin America & Caribbean,LCN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.21061136
Least developed countries: UN classification,LDC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.327108376
Low income,LIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.26934105
Liechtenstein,LIE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.663847998
Sri Lanka,LKA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.996683243
Lower middle income,LMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.546117022
Low & middle income,LMY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.264247001
Lesotho,LSO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.025642163
Late-demographic dividend,LTE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.683851216
Lithuania,LTU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.184000415
Luxembourg,LUX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,12.45695323
Latvia,LVA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.645612168
"Macao SAR, China",MAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
St. Martin (French part),MAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.818526387
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.267846368
Madagascar,MDG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.097269541
Maldives,MDV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.826385298
Middle East & North Africa,MEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.033818298
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.040766375
Marshall Islands,MHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.533803239
Middle income,MIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.603789341
North Macedonia,MKD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.279420187
Mali,MLI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.195565971
Malta,MLT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.125557893
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.634080348
Middle East & North Africa (excluding high income),MNA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.329056087
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.067560912
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.430645335
Northern Mariana Islands,MNP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.222767553
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.855176406
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.938514108
Malawi,MWI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.084636158
Malaysia,MYS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.383715412
North America,NAC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,13.08883746
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.588045147
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Niger,NER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.090325578
Nigeria,NGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.537510175
Nicaragua,NIC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.678252104
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.471553479
Norway,NOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.72508005
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.509366247
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.361753959
New Zealand,NZL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.160799183
OECD members,OED,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.714643686
Oman,OMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.636201
Other small states,OSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.610561863
Pakistan,PAK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.810360216
Panama,PAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.231443025
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.398566019
Philippines,PHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.189679452
Palau,PLW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.802581794
Papua New Guinea,PNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.563251566
Poland,POL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.367563373
Pre-demographic dividend,PRE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.477024615
Puerto Rico,PRI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
"Korea, Dem. People's Rep.",PRK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.027148619
Portugal,PRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.784907587
Paraguay,PRY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.144591192
West Bank and Gaza,PSE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Pacific island small states,PSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.848521068
Post-demographic dividend,PST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.551659356
French Polynesia,PYF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Qatar,QAT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,31.72684245
Romania,ROU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.564137501
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.23228807
Rwanda,RWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.10512414
South Asia,SAS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.337791484
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.26658537
Sudan,SDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.467953928
Senegal,SEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.649800561
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.686683702
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.323065549
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.127277607
El Salvador,SLV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.013280244
San Marino,SMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Somalia,SOM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.039934653
Serbia,SRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.714517172
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.660412633
South Sudan,SSD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.164309137
Sub-Saharan Africa,SSF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.660876173
Small states,SST,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.110111018
Sao Tome and Principe,STP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.64535014
Suriname,SUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.285076557
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.319054808
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.934735179
Sweden,SWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.242989143
Eswatini,SWZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.972087528
Sint Maarten (Dutch part),SXM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Seychelles,SYC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.080518373
Syrian Arab Republic,SYR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.214802484
Turks and Caicos Islands,TCA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.094228187
East Asia & Pacific (IDA & IBRD countries),TEA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.031169795
Europe & Central Asia (IDA & IBRD countries),TEC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.913560947
Togo,TGO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.286061844
Thailand,THA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.714255806
Tajikistan,TJK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.977533024
Turkmenistan,TKM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.1840863
Latin America & the Caribbean (IDA & IBRD countries),TLA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.221906007
Timor-Leste,TLS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.343155166
Middle East & North Africa (IDA & IBRD countries),TMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.368343759
Tonga,TON,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.122047618
South Asia (IDA & IBRD),TSA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.337791484
Sub-Saharan Africa (IDA & IBRD countries),TSS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.660876173
Trinidad and Tobago,TTO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.15711917
Tunisia,TUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.408622528
Turkiye,TUR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.842266922
Tuvalu,TUV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.596259825
Tanzania,TZA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.233945592
Uganda,UGA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.127793035
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.753816189
Upper middle income,UMC,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.922352264
Uruguay,URY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.89971905
United States,USA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,13.03282795
Uzbekistan,UZB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.376303785
St. Vincent and the Grenadines,VCT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.100695772
"Venezuela, RB",VEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.545027978
British Virgin Islands,VGB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Virgin Islands (U.S.),VIR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
Vietnam,VNM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.676440088
Vanuatu,VUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.389174968
World,WLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.291853096
Samoa,WSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.960782398
Kosovo,XKX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,
"Yemen, Rep.",YEM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.308514614
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.687563147
Zambia,ZMB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.401902713
Zimbabwe,ZWE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.530483547
